id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1304459,Sunny Williamsburg Artist's Loft,7090408,Paco & Pamela,Brooklyn,Williamsburg,40.70706,-73.95071,Entire home/apt,131,4,68,2019-06-16,1.06,1,5
28867880,Convenient stay,217648807,Tyeesha,Bronx,Morris Heights,40.85324,-73.92143,Private room,240,1,0,,,1,363
15189639,Prospect Heights,96347002,Noreen,Brooklyn,Crown Heights,40.67752,-73.96029,Entire home/apt,150,60,0,,,1,364
13712266,Large Private Sun Drenched Bedroom in Ridgewood,69001602,Eugene,Queens,Ridgewood,40.70605,-73.89928,Private room,48,2,6,2018-05-13,0.17,1,0
31436066,Cozy Apt in Kensington,113393845,Cindy,Brooklyn,Kensington,40.64557,-73.98097,Entire home/apt,100,1,2,2019-05-05,0.43,1,268
36379669,Shared living space in the Bronx!,44378432,Bryan,Bronx,Pelham Bay,40.84735,-73.83095,Shared room,50,1,0,,,1,88
35766933,Great place,94214493,Dadrine,Brooklyn,East Flatbush,40.65643,-73.91875,Private room,80,7,0,,,9,365
27203779,New Sunny 4 bedroom space!  Popular! Close2Subway!,204852306,Dee,Brooklyn,Bedford-Stuyvesant,40.67851,-73.93071,Entire home/apt,300,1,1,2018-11-04,0.12,14,53
7979433,Comfortable 1B in hot-spot Queens,37801911,Marissa,Queens,Astoria,40.75959,-73.92439,Entire home/apt,100,1,2,2015-09-21,0.04,1,0
24356390,Bright Modern clean convenient Brooklyn Location,138607228,Edward,Brooklyn,Bushwick,40.69432,-73.90658,Entire home/apt,150,2,17,2018-08-26,1.15,3,0
23229152,Private 1 bedroom - Great for Travel Nurses,131806850,Idara,Brooklyn,Kensington,40.64109,-73.97503,Private room,50,1,1,2018-03-14,0.06,1,0
31118518,Astoria 320square feet room!!:),229104353,Abram,Queens,Astoria,40.77607,-73.92876,Private room,70,2,0,,,2,310
2700596,Comfortable bedroom for one person,13792543,Gregory,Manhattan,Harlem,40.80697,-73.95203,Private room,85,3,100,2019-06-30,1.6,3,341
31112840,幸福小屋,232509057,David,Staten Island,South Beach,40.59164,-74.08197,Private room,55,1,10,2019-07-05,7.14,1,363
3464971,Sunny Home on Brooklyn Border: 15 min to Manhattan,17457445,Kermit & Azadeh,Queens,Ridgewood,40.70706,-73.91437,Entire home/apt,225,7,0,,,1,0
1039215,Heart of Williamsburg - authentic & central!,4911550,Marc,Brooklyn,Williamsburg,40.72091,-73.96124,Entire home/apt,90,3,166,2018-07-28,2.21,1,104
35352430,Get Together/ Small party space,69700229,Shatese,Queens,Jamaica,40.68144,-73.77739,Entire home/apt,250,1,0,,,3,22
25110301,"Sunny home in Sunnyside, NY",41783072,Daniela & Steven,Queens,Sunnyside,40.7446,-73.92342,Private room,85,1,0,,,1,0
30130941,4 Room 9 guest Apt in Brooklyn,226406882,Lizzy,Brooklyn,East Flatbush,40.65867,-73.92953,Entire home/apt,200,1,0,,,3,87
16391952,Large Private Room in Quiet BK Heights Apartment,17764574,Paige,Brooklyn,Brooklyn Heights,40.69797,-73.992,Private room,60,3,0,,,1,0
13080685,Shared room in Kips Bay/Murray Hill,5707158,Yuan,Manhattan,Kips Bay,40.7447,-73.97593,Shared room,49,2,23,2017-06-20,0.61,2,0
237127,LOCATION LOCATION LOCATION Liz's,1146958,Liz,Manhattan,Kips Bay,40.73833,-73.98186,Entire home/apt,195,30,139,2019-04-28,1.59,4,325
8653999,Charming Upper West Side Apartment,43219894,Lauren,Manhattan,Upper West Side,40.78322,-73.97435,Entire home/apt,180,1,2,2016-11-27,0.04,1,0
26593733,Affordable room in the heart of New York.,33055418,Jaime,Manhattan,Midtown,40.74573,-73.98323,Private room,90,3,6,2018-09-24,0.55,1,70
15615535,Spacious Upper West Side Studio near Central Park,74815132,Kristen,Manhattan,Upper West Side,40.78825,-73.97231,Entire home/apt,115,5,5,2017-04-09,0.16,1,0
3569374,"Lovely 1BR Park Slope, near trains!",1673750,Valerie,Brooklyn,Park Slope,40.66617,-73.97593,Entire home/apt,230,2,7,2016-01-02,0.15,1,0
26561464,Lower East Side Loft (Event Space),173259171,Will,Manhattan,Lower East Side,40.71946,-73.98935,Entire home/apt,900,1,2,2018-08-29,0.18,1,0
13318272,Big Bedroom in Spacious Apt in East Williamsburg,185394,Gregory,Brooklyn,Williamsburg,40.70485,-73.94472,Private room,100,1,3,2016-06-27,0.08,2,0
7541444,Beautiful treeline BK apartment!,1110017,Bettina,Brooklyn,Greenpoint,40.72402,-73.9415,Entire home/apt,149,5,2,2016-10-14,0.04,1,0
20620313,Modern Luxury Brooklyn Private Bedroom w/ Deck!,5291405,Ralph,Brooklyn,Clinton Hill,40.68153,-73.9605,Private room,149,2,5,2018-06-04,0.22,1,0
29360292,COZY ROOM TO CRASH,48049796,Chester,Manhattan,East Village,40.72935,-73.98441,Private room,100,1,10,2019-06-13,1.15,2,90
32915763,Luxurious Family apartment-20min to Manhattan,247644516,Alexa,Brooklyn,Bedford-Stuyvesant,40.68443,-73.93167,Entire home/apt,190,2,5,2019-06-17,2.94,1,86
16823231,1BR Spacious Luxury Apartment in Williamsburg BK,2369654,Michael & Hanako,Brooklyn,Williamsburg,40.71778,-73.95503,Entire home/apt,120,4,7,2018-04-16,0.24,1,0
14381523,Beautiful Tree Lined West Village Block!,797100,Rory,Manhattan,West Village,40.7334,-74.00546,Entire home/apt,229,2,3,2016-12-13,0.09,1,67
24845719,"Stunning, oversized 2 Bed, 2 Bath in Prime Wburg",2316071,Kassidy,Brooklyn,Williamsburg,40.71136,-73.9562,Entire home/apt,215,2,8,2019-06-05,0.6,1,77
6820048,BEAUTIFUL STUDIO IN BROWNSTONE,2264481,Sara,Brooklyn,Bedford-Stuyvesant,40.68552,-73.93581,Entire home/apt,110,4,15,2018-08-13,0.31,1,97
12990502,Cute small room in Astoria,2736755,Marian,Queens,Astoria,40.77091,-73.91875,Private room,40,2,36,2019-06-24,0.96,2,0
23636223,Upper West Side Manhattan Comfort 2,67768251,Felipe,Manhattan,Upper West Side,40.78353,-73.97802,Private room,45,30,4,2019-04-30,0.36,3,242
19049956,Brooklyn Large Private Bedroom Near Park,132967604,Chris,Brooklyn,Crown Heights,40.66593,-73.95535,Private room,45,8,3,2017-07-31,0.12,1,0
20034180,AG's palace 2,121612198,Maura,Brooklyn,Canarsie,40.64351,-73.91406,Private room,89,1,9,2019-05-19,0.38,4,334
16233577,Peaches Paradise.,101499766,Claudette,Queens,Springfield Gardens,40.68203,-73.75437,Private room,60,1,305,2019-07-07,9.83,2,341
1740311,"LARGE PRIVATE BED + BATH, LES",9162713,Sarah,Manhattan,Lower East Side,40.72105,-73.98519,Entire home/apt,300,2,65,2019-06-28,0.96,1,350
10755419,"Hip, renovated 1-bedroom",55617221,Chad,Manhattan,Civic Center,40.71331,-73.99822,Entire home/apt,100,2,0,,,1,0
25188064,Beautiful Cozy Apt near Subway - Historic Brooklyn,11501956,Karine,Brooklyn,Bedford-Stuyvesant,40.68273,-73.91651,Entire home/apt,150,3,28,2019-06-29,2.04,1,316
4098814,Private Single Room,1539749,Edward,Brooklyn,Bedford-Stuyvesant,40.68641,-73.94735,Private room,52,2,29,2019-05-05,0.5,4,335
17691601,Charming Blue Bdrm in Victorian Home,3249903,Kamilya,Brooklyn,Flatbush,40.63501,-73.95522,Private room,98,4,0,,,3,0
4639746,Charming Studio in Carroll Gardens,6470787,Franklin,Brooklyn,Carroll Gardens,40.68244,-73.99539,Entire home/apt,100,3,15,2016-06-13,0.27,1,0
17776104,Private room in East Harlem close to heart of NYC,38772311,Sophie,Manhattan,East Harlem,40.80113,-73.94283,Private room,100,2,0,,,1,0
30010324,New York Style one bed,113805886,Yaacov,Manhattan,Upper East Side,40.77919,-73.95182,Entire home/apt,150,31,7,2019-05-26,0.96,33,338
6292334,Cozy UES Studio,7189415,Jennifer,Manhattan,Upper East Side,40.77357,-73.95193,Entire home/apt,300,1,0,,,1,0
4744487,Williamsburg Carriage House w/ yard,24487842,David,Brooklyn,Williamsburg,40.71181,-73.95736,Entire home/apt,118,30,29,2019-01-23,0.52,1,295
30213410,30min➡︎LGA  New&Clean Apt with Cozy Terrace Space,204704622,Momoyo,Queens,Elmhurst,40.73885,-73.87553,Private room,33,29,2,2019-06-15,0.71,7,1
28860221,shared room in east harlem,217595343,Jack,Manhattan,East Harlem,40.80046,-73.94239,Shared room,65,1,2,2019-06-30,2.0,2,64
8614862,Sunny Bedroom with a huge window,6272317,Mariana,Manhattan,Washington Heights,40.84957,-73.93959,Private room,50,3,6,2018-02-19,0.13,1,0
12251481,"Large Room in Apt w/ Library, Priv Entrance",17624300,Stephen,Brooklyn,Williamsburg,40.70244,-73.94421,Private room,44,1,8,2019-06-02,0.23,1,357
31290728,Sunnyside,234178917,Kaan,Queens,Sunnyside,40.746,-73.91393,Entire home/apt,160,2,1,2019-04-30,0.43,1,310
25207662,AFFORDABLE LUXURY...Exclusive Living @ Its Best!,123519201,Festus Atu,Manhattan,Inwood,40.86866,-73.92472,Private room,149,1,30,2019-06-23,2.2,2,270
22031905,"Sunny, Large Bushwick room - private ROOF TERRACE",9018136,Kyrié,Brooklyn,Bushwick,40.69699,-73.91531,Private room,60,2,8,2019-01-02,0.43,1,0
34813479,"Cozy apartment ,Shared Room Heart of Manhattan 5",262360035,Kuzey,Manhattan,Hell's Kitchen,40.76612,-73.98749,Shared room,75,1,4,2019-06-23,2.35,6,365
21106349,Sunny guest apt w eat-in kitchen near prospect prk,4324444,Zach,Brooklyn,Windsor Terrace,40.65853,-73.98301,Entire home/apt,175,2,54,2019-06-25,3.56,1,135
32042820,Harlem Sweets 2,187419882,Terrence & Skye,Manhattan,Harlem,40.82885,-73.9412,Private room,62,1,1,2019-05-06,0.47,3,72
11850782,"Spacious, Artsy Room!",39476438,Rachel,Manhattan,Harlem,40.81616,-73.93885,Private room,74,2,3,2016-07-31,0.08,2,363
16389354,Spectacular 2BR with NYC SKYLINE VIEW + ROOF DECK,107136259,Prithvi,Brooklyn,Williamsburg,40.70614,-73.9487,Entire home/apt,199,2,1,2017-01-02,0.03,1,0
16703749,Clean and Cozy room in Central Manhattan,30656279,Jill,Manhattan,Hell's Kitchen,40.76738,-73.98565,Private room,61,30,2,2018-09-10,0.07,4,121
2431607,"Bright, Airy Room Share for 2",4973668,Gloria,Brooklyn,Bedford-Stuyvesant,40.68642,-73.9344,Shared room,25,5,76,2019-06-06,1.22,3,258
24432069,"Private bathroom with balcony,15mins to Manhattan",103488282,Kaka,Queens,Sunnyside,40.7467,-73.92076,Private room,80,1,34,2019-06-19,2.49,5,262
18248683,Sunny East Village Apartment,126101478,Bobby,Manhattan,East Village,40.72412,-73.97911,Entire home/apt,140,5,1,2017-05-03,0.04,1,0
552141,Historic sundrenched apt of the Lower East Side,2712998,Greg,Manhattan,Lower East Side,40.71788,-73.98975,Entire home/apt,300,1,45,2019-06-08,0.62,1,111
22050058,法拉盛唯美独立房间,135530716,Angela,Queens,Flushing,40.76561,-73.79576,Private room,80,2,0,,,4,3
30661174,Private Room in Heart of Brooklyn!,189876110,Joy,Brooklyn,Crown Heights,40.67616,-73.9404,Private room,59,1,2,2018-12-25,0.29,1,0
19239064,Cozy BedStuy/Bushwick Brownstone Apartment,3452241,Sadé,Brooklyn,Bedford-Stuyvesant,40.68524,-73.92183,Private room,125,2,0,,,1,0
3970755,Sunny Junior 1 Bedroom,3164949,Robert,Brooklyn,Cobble Hill,40.68781,-73.99415,Entire home/apt,160,4,0,,,1,0
887292,2 Bedroom Bushwick Apartment,4704914,Robert,Brooklyn,Bushwick,40.69982,-73.91957,Entire home/apt,139,3,106,2019-05-08,1.42,1,248
26813610,Neat+Nice+Large dining area &  2 min to Subway,19303369,Hiroki,Queens,Woodside,40.74323,-73.90471,Private room,33,37,1,2018-12-15,0.15,37,39
16400971,Washington Heights Oasis,5213327,Andrew,Manhattan,Washington Heights,40.84369,-73.93891,Entire home/apt,150,7,0,,,1,0
1777674,Charming space in lively neighborhood.,6327260,Joseph,Brooklyn,Crown Heights,40.67528,-73.95741,Private room,75,1,0,,,1,58
82550,Columbia Castle 2 BR,448312,Christopher,Brooklyn,Brooklyn Heights,40.69441,-73.99771,Entire home/apt,200,3,80,2019-06-30,0.85,2,106
22579704,The 'TriBeCa Loft' #2 | A stylish 2 bed apt,3231509,Annamaria,Manhattan,Tribeca,40.71953,-74.00401,Entire home/apt,490,14,14,2019-02-10,0.81,4,365
9726043,Family apt w/ junglegym-bed for kids,292084,Liliana,Brooklyn,Kensington,40.64463,-73.97057,Entire home/apt,95,7,5,2019-07-05,0.12,1,59
841292,BIG room in fun loft – heart of NYC,4393626,Aaron,Manhattan,Chelsea,40.74712,-73.99514,Private room,109,3,26,2019-05-27,0.36,2,18
13920801,Beautiful 2 bedroom private suite,10312167,Razia,Manhattan,Harlem,40.80297,-73.9505,Entire home/apt,99,28,76,2019-03-04,2.16,2,296
502132,Beautiful Downtown Manhattan Share,48599,Anastasia,Manhattan,Chelsea,40.73942,-74.00009,Shared room,50,1,61,2017-05-07,0.71,2,0
10096707,Bright & Spacious Apartment. A Williamsburg Gem.,51813565,Yoav,Brooklyn,Greenpoint,40.72034,-73.95478,Entire home/apt,135,2,18,2019-06-30,0.42,1,0
31929775,CITY VIEW/ 2BED 2BATH/ LINCOLN CENTER,131647128,Emily,Manhattan,Upper West Side,40.77438,-73.98717,Entire home/apt,300,30,0,,,25,341
23024656,Harlem cozy nights,43495748,Catherine,Manhattan,Harlem,40.81767,-73.93771,Entire home/apt,120,4,21,2019-07-01,1.25,1,128
19097111,*Private Room in Beautiful Brooklyn Apartment*,43595404,Diana,Brooklyn,Bedford-Stuyvesant,40.68154,-73.9534,Private room,69,2,6,2017-11-20,0.25,1,0
24089034,Beautiful Spacious  Studio Apartment,181397986,Samantha,Brooklyn,Bedford-Stuyvesant,40.68548,-73.93805,Entire home/apt,96,1,50,2019-07-07,4.37,2,257
21449446,The Oasis 2,33106693,Elena,Manhattan,Harlem,40.82167,-73.95006,Entire home/apt,210,5,2,2018-08-11,0.11,3,88
34859949,Amazing Townhouse Experience with Private Garden,262800168,Jennifer,Manhattan,Midtown,40.7431,-73.98233,Entire home/apt,1000,2,6,2019-06-30,5.29,1,231
10124372,Elegant and Comfortable Stay,51940393,Denise,Brooklyn,Bedford-Stuyvesant,40.68353,-73.94877,Entire home/apt,199,2,74,2019-06-18,1.84,1,231
25774497,Sanctuary on Court Street (Carroll Gardens),61017447,Catherine,Brooklyn,Carroll Gardens,40.6755,-73.99806,Private room,100,2,35,2019-06-09,2.75,1,0
20845031,"Homey Midtown East 1BR w/ Gym, Doorman, near the 6th street by Blueground",107434423,Blueground,Manhattan,Kips Bay,40.7451,-73.97915,Entire home/apt,308,30,0,,,232,156
34647478,Cozy/quiet home amongst hippest NYC neighborhoods,6895430,Beth,Queens,Ridgewood,40.70372,-73.9067,Entire home/apt,200,2,1,2019-06-02,0.79,1,11
29327591,"Beautiful Chelsea 1BR w/ Balcony, Doorman + Gym by Blueground",107434423,Blueground,Manhattan,Chelsea,40.73769,-73.99734,Entire home/apt,374,30,0,,,232,263
30800868,W 70s BR in Classic UWS Building,3929012,Kevin,Manhattan,Upper West Side,40.77824,-73.98255,Private room,129,1,30,2019-07-01,4.69,4,49
5055033,"Railroad Apt in Greenpoint, BKLYN",26100862,Ira,Brooklyn,Greenpoint,40.72474,-73.94733,Entire home/apt,90,1,0,,,1,0
34275461,BedStuy Penthouse Duplex 1BR,247584029,Robert,Brooklyn,Bedford-Stuyvesant,40.68417,-73.95343,Entire home/apt,132,30,1,2019-06-08,0.94,1,191
19860469,Ideal Private Room in the Heart of Williamsburg,80701659,Marie,Brooklyn,Williamsburg,40.7139,-73.9486,Private room,80,5,1,2017-08-29,0.04,1,0
35805474,Industrial artsy loft in Williamsburg,269297229,Юлия,Brooklyn,Williamsburg,40.71394,-73.96301,Entire home/apt,199,5,0,,,1,213
3641819,Sunlight filled top floor refuge with roof deck,534776,Shawna,Brooklyn,Prospect Heights,40.6786,-73.96694,Entire home/apt,175,2,25,2019-01-05,0.43,1,2
34978307,Park Slope Sweet Home 1 Bedroom August Rental,84642468,Xiaohui,Brooklyn,Gowanus,40.66714,-73.99279,Private room,80,14,0,,,1,192
33275250,First Class Suite in Midtown Manhattan | Manhattan Skyline View,239660813,Yotel,Manhattan,Hell's Kitchen,40.76027,-73.99682,Private room,209,1,0,,,10,333
9944808,Modern Brooklyn Duplex,23193,Paris,Brooklyn,Bedford-Stuyvesant,40.68818,-73.93826,Private room,40,1,4,2019-04-15,0.12,4,365
15301748,Comfy Private Room w/ Big TV,94536810,Belkis,Bronx,Bronxdale,40.85585,-73.86486,Private room,40,5,65,2019-06-04,1.94,2,328
19744691,Townhouse with  private bathroom and lush backyard,8162588,Kristen,Brooklyn,Crown Heights,40.67226,-73.92477,Private room,40,2,10,2018-10-19,0.41,1,22
18222186,Cozy Quite Room in NYC Manhattan Upwest,125833008,Wendy,Manhattan,Harlem,40.83053,-73.95048,Private room,94,3,2,2017-05-31,0.08,1,0
13549391,Cozy Brooklyn Guesthouse Retreat by Localhaus,63494345,Lauren And Ben,Brooklyn,Sunset Park,40.66525,-73.99524,Entire home/apt,170,2,88,2019-07-06,2.67,1,65
21740858,Couch in Common Room Bushwick!,90721937,Hayden,Brooklyn,Bushwick,40.68772,-73.91386,Shared room,20,1,0,,,2,0
521018,1BR Loft in Brooklyn,2562882,Brendan,Brooklyn,Clinton Hill,40.69432,-73.96481,Entire home/apt,160,14,3,2016-04-28,0.04,1,0
12684394,LUXURIOUS APT in MANHATTAN w TERRACE and GYM,49902290,Nikkita,Manhattan,Harlem,40.82469,-73.94029,Private room,115,1,2,2016-12-06,0.05,1,0
3874870,Charming 1-Bedroom in East Village,4564600,Roxanne,Manhattan,East Village,40.72915,-73.98501,Entire home/apt,200,6,19,2017-07-06,0.32,1,0
14485372,Family Friendly 2 Bedrooms 1 Bath w. washer/dryer,89361094,Karen,Manhattan,East Harlem,40.78672,-73.94869,Entire home/apt,289,2,74,2019-06-10,2.09,1,243
34181176,"Flat at EMPIRE STATE BUILDING!
doorman & rooftop",53720018,Vivi,Manhattan,Midtown,40.74798,-73.987,Entire home/apt,299,2,0,,,1,0
10257476,Private Room in Artsy Home - Heart of Manhattan,5903619,Kimberly,Manhattan,Hell's Kitchen,40.76464,-73.99403,Private room,125,1,45,2019-06-29,1.13,1,322
31534487,New York Big Room,21250331,Clara,Queens,Bayside,40.75409,-73.76935,Private room,47,1,19,2019-06-20,3.63,3,350
4263488,Columbus Circle 2br,7651028,Jesse,Manhattan,Hell's Kitchen,40.76842,-73.98589,Entire home/apt,150,1,0,,,1,0
12001650,"Stunning, Waterfront Views! Williamsburg Brooklyn",2295610,Rebecca,Brooklyn,Williamsburg,40.71214,-73.96866,Entire home/apt,170,3,21,2019-06-02,0.53,1,0
18193397,Washington Heights Cozy,125558761,Stefan,Manhattan,Washington Heights,40.85354,-73.93095,Private room,50,2,26,2019-07-02,0.96,1,24
34934854,(A) Private Twin Single Room LGA JFK Manhattan 15m,263053182,Fmny,Queens,Rego Park,40.72577,-73.86509,Private room,55,1,0,,,10,106
9996793,BEDROOM3 FOR RENT  10min from Manh,311286,Helene,Brooklyn,Bedford-Stuyvesant,40.67955,-73.94839,Private room,70,30,1,2018-07-01,0.08,4,249
24140556,Elegant shabby chic upper east side studio,36818639,Valerie,Manhattan,Upper East Side,40.77023,-73.95212,Entire home/apt,100,2,6,2018-04-26,0.39,1,0
30710264,Pleasant Upper West Side Studio,79563670,Nicole,Manhattan,Upper West Side,40.77888,-73.97967,Entire home/apt,100,3,7,2019-07-06,1.04,1,52
548184,Cozy Room in GREENPOINT Apt. YeY,2694253,Yonatan,Brooklyn,Greenpoint,40.72515,-73.95153,Private room,199,1,0,,,1,365
23860039,Sunny room in Williamsburg,37626695,Celia,Brooklyn,Williamsburg,40.71113,-73.95675,Private room,66,10,1,2018-06-22,0.08,1,0
34150631,conveniently located to highway !,257836545,Floriane,Brooklyn,Canarsie,40.63117,-73.88688,Entire home/apt,125,1,0,,,1,360
23978509,"2 Bedroom. Cozy, inexpensive",178303634,Gustavo,Brooklyn,South Slope,40.66429,-73.9906,Entire home/apt,120,5,2,2018-04-15,0.13,2,0
27057790,EXC Location & Huge duplex Renovated Apt,19303369,Hiroki,Queens,Woodside,40.74353,-73.90443,Private room,35,29,0,,,37,30
28483408,DOORMAN/ GYM/ MODERN 2 BR ON EAST 52ND ST,200380610,Pranjal,Manhattan,Midtown,40.7551,-73.96507,Entire home/apt,385,30,0,,,65,364
23053294,"Quaint, artistic 2 bedroom Brooklyn apartment",7051379,Susan,Brooklyn,Downtown Brooklyn,40.69727,-73.98552,Entire home/apt,97,31,8,2019-05-23,0.59,2,138
3847733,"Sunny Apt in Bed Stuy, A/C/E Trains",12971995,Kate,Brooklyn,Bedford-Stuyvesant,40.68082,-73.93599,Private room,90,3,39,2015-05-23,0.67,1,0
32783365,Peaceful Sanctuary in the heart of the action,25312503,Gerrod & Rebecca,Manhattan,East Village,40.72412,-73.98283,Entire home/apt,158,1,16,2019-07-05,5.05,1,70
11412104,Furnished Room in Williamsburg,59916586,Eugenia,Brooklyn,Williamsburg,40.70723,-73.94939,Private room,45,1,1,2016-04-02,0.03,1,0
18675061,Private Room in beautiful UWS - Great Location!,12033348,Shirley,Manhattan,Upper West Side,40.79978,-73.96797,Private room,70,7,5,2017-07-04,0.19,1,0
27967580,"Lovely Room in Sunnsyide, 15 min ride to Manhattan",137358866,Kazuya,Queens,Sunnyside,40.73759,-73.92127,Private room,39,30,3,2019-05-10,0.31,103,251
9364750,Feel at home.,48592068,Gregory,Manhattan,Washington Heights,40.84864,-73.94046,Private room,75,1,0,,,1,1
26989662,Ridgewood Penthouse,14463049,Roy,Queens,Ridgewood,40.69997,-73.90721,Entire home/apt,275,2,0,,,1,0
26557068,Midtown NYC: High End Resort Sleeps 2,172190160,Millie,Manhattan,Midtown,40.7521,-73.97334,Private room,300,2,2,2019-01-01,0.25,1,0
33627366,Cozy Bedroom in Bed-Stuy apartment,247104282,Sean,Brooklyn,Bedford-Stuyvesant,40.68375,-73.91503,Private room,150,1,0,,,2,177
9079871,NYCHaven1: Entire House for less than a hotel room,47351539,Jason,Brooklyn,East Flatbush,40.65422,-73.93784,Entire home/apt,165,1,232,2019-06-23,5.18,4,231
32640289,2 bedroom 3 beds! Doorman Elevator 5229,16098958,Jeremy & Laura,Manhattan,Hell's Kitchen,40.76651,-73.98752,Entire home/apt,202,30,1,2019-05-31,0.77,96,327
29124414,Large 2 Bedroom Gem,12171344,Marta,Brooklyn,Crown Heights,40.66506,-73.95177,Entire home/apt,185,2,6,2019-06-16,0.79,2,2
20760640,"20 Min to Manhattan, in the Heart of Ridgewood",148705627,Jonathan,Queens,Ridgewood,40.70141,-73.90291,Entire home/apt,170,18,14,2019-01-05,0.64,2,141
32872437,Room in Astoria,145984241,Diego,Queens,Astoria,40.75492,-73.91548,Private room,100,4,0,,,1,114
30388057,Dreamy 1BR in Hip East Village w/ Doorman + Gym by Blueground,107434423,Blueground,Manhattan,East Village,40.723,-73.98415,Entire home/apt,312,30,1,2019-02-28,0.23,232,359
7916684,Room in Stylish Hells Kitchen Apt.,41743945,George - Francis,Manhattan,Hell's Kitchen,40.76328,-73.99347,Private room,160,3,3,2016-03-27,0.06,2,0
35548551,"Bright, Clean and Spacious 2 bdrm top floor!",11397354,Regine,Brooklyn,Flatbush,40.64225,-73.96425,Entire home/apt,89,2,1,2019-06-27,1.0,1,4
2870603,One Bedroom Apartment,14204809,Alwin,Queens,Jackson Heights,40.75625,-73.87542,Entire home/apt,69,6,78,2019-06-22,1.25,1,30
21307055,Beautiful Room in Prospect Heights,145543998,Yosef,Brooklyn,Crown Heights,40.67587,-73.96194,Private room,60,10,2,2017-12-01,0.1,1,0
7101822,Bright & airy 2BR penthouse apt,3627066,Andrea,Brooklyn,South Slope,40.66657,-73.98725,Entire home/apt,190,7,2,2015-10-17,0.04,1,0
1305265,Perfect House for the Whole Family,7092157,Dennis,Brooklyn,Kensington,40.64342,-73.97851,Entire home/apt,299,3,4,2017-07-30,0.06,1,321
24039582,BedSTUY SupperCLUB,14795719,Shirley,Brooklyn,Bedford-Stuyvesant,40.68491,-73.93399,Private room,45,6,30,2019-06-20,2.06,1,21
9756996,Perfect West Village Apartment,1587220,Blossom,Manhattan,West Village,40.73577,-74.00582,Entire home/apt,240,1,0,,,1,0
13733926,Complete apartment/room at  100th,37736307,Rafael,Manhattan,East Harlem,40.78918,-73.94995,Entire home/apt,150,3,18,2017-06-05,0.49,2,0
16179502,Charming room well located !!!!,13325936,Madi,Manhattan,East Harlem,40.79275,-73.94191,Private room,60,5,1,2017-01-02,0.03,1,0
13935360,Bright & Sunny 2-Bedroom in Hamilton Heights,80560845,Shelley,Manhattan,Harlem,40.83136,-73.94843,Entire home/apt,100,4,4,2017-08-05,0.11,1,0
15259634,Amazing & Clean NYC Private Room by #1 Train,30499687,Jovanni & Natasha,Bronx,North Riverdale,40.90175,-73.89761,Private room,77,2,9,2017-04-30,0.29,2,0
33113990,Adorable walk-up on the high line—with views!,2919299,Sean,Manhattan,Chelsea,40.75024,-74.00213,Entire home/apt,175,4,3,2019-06-09,1.11,1,15
32518068,Super cute 1 bedroom apartment close to TimeSquare,7441368,Chris And Jamie,Manhattan,Hell's Kitchen,40.7548,-73.9948,Entire home/apt,175,1,27,2019-07-01,6.59,2,133
29852402,Flex Room With Private Patio in Bushwick,60258049,John,Brooklyn,Bushwick,40.69061,-73.90815,Shared room,42,2,5,2019-01-01,0.67,1,0
13674338,Sunny 2 Bedroom Best Location,75029289,Rlg,Manhattan,Upper East Side,40.77467,-73.95533,Entire home/apt,133,30,11,2019-05-12,0.34,5,126
1956467,"Big, beautiful, central 1BD in Brooklyn",1500550,Shira,Brooklyn,Prospect Heights,40.67475,-73.96385,Entire home/apt,100,6,5,2017-12-30,0.07,1,0
